Date_Time,Terms_Accept,Sust_Develop,Biodiv,Sust_Imp,Biodiv_Imp,Clim_Change,Clim_Life,Fire_Use,Fire_Apps,Fire_Never,Fire_Clean,Fire_Pest,Fire_Agr,Trash,Fire_break,Fire_ProtectForest,Fire_Imp,Fire_Month,Fire_Rain,Fire_Early,Fire_Mid,Fire_Late,Fire_Oct,Fire_Freq,Fire_Freq_RL,Fire_Freq_RL_Acc,Fire_Out,Fire_Month_Out,Fire_Out_Jun_Jul,Fire_Out_AugSep,Fire_Out_Oct,Avoid_Late_Fire,App_Early_Fire,Bio_Econ,Bio_Heal,Bio_Wat,Econ_Wat,Econ_Heal,Wat_Heal,Wat_Dis,Wat_Clim,Wat_Cost,Wat_Graz,Wat_Pest,Wat_Trad,Wat_Cons,Dis_Clim,Dis_Cost,Dis_Graz,Dis_Pest,Dis_Trad,Dis_Cons,Clim_Cost,Clim_Graz,Clim_Pest,Clim_Trad,Clim_Cons,Cost_Graz,Cost_Pest,Cost_Trad,Cost_Cons,Graz_Pest,Graz_Trad,Graz_Cons,Pest_Trad,Pest_Cons,Trad_Cons,Gender,Age,Ethnicity,Scolarity,Prop_Contrib_Income,Income,Locality,Time_Rural,Prop_Area_ha,Agr_Area_ha,Occupation,Agr_Prods
9/28/2022 22:30:12,Sim,Sim,Sim,Muito_importante,Muito_importante,Sim,"Sim,_muito","Nao,_nunca",Nunca,1,0,0,0,0,0,0,Nada_importante,Nunca,0,0,0,0,0,Nunca,Nunca,"Nao,_nunca","Sim,_às_vezes",Agosto_e/ou_Setembro,0,1,0,Sim,Nao,9,9,1,1,9,9,5,1,8,2,1,8,8,9,8,8,1,5,8,9,1,1,5,5,1,2,5,5,5,9,8,8,8,5,Male,35-49anos,White,Medio,Totalmentedependente(90a100%),"R$2.501,00-R$5.000,00",Palmas/TO,Nao_moro_na_zona_rural,50-100ha,50,Gerente_da_Fazenda,agua
9/28/2022 22:35:37,Sim,Nao,Nao,Muito_importante,Importante,Sim,"Nao,_nem_um_pouco","Nao,_nunca",Nunca,1,0,0,0,0,0,0,Nada_importante,Nunca,0,0,0,0,0,Nunca,Nunca,"Nao,_nunca","Sim,_todo_ano","Junho_e/ou_Julho,_Agosto_e/ou_Setembro",1,1,0,Sim,Nao,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Male,65anosoumais,Brown,Fundamental,Insignificante(0-9%),"R$501,00-R$1.000,00",Palmas/TO,Mais_de_10_anos,11-20ha,8,Aposentado,"Pecuaria,_Milho,_Feijao,_Frutas_(abacaxi,_melancia,_banana),_Cafe"
9/28/2022 22:42:13,Sim,Nao,Sim,Neutro_(indiferente),Muito_importante,Sim,"Nao,_nem_um_pouco","Às_vezes,_casualmente","Para_renovar_a_area_de_pastagem/cultivo,_Para_afastar_pestes_e_serpentes",0,0,1,1,0,0,0,Pouco_importante,Agosto_e/ou_Setembro,0,0,0,1,0,"Um_ano_sim,_outro_ano_nao_(de_dois_em_dois_anos)",Nunca,"Nao,_nunca","Nao,_nunca",Nunca,0,0,0,Nao,Nao,9,9,9,9,9,5,5,5,5,5,5,1,5,5,5,5,8,5,5,5,5,5,3,1,1,5,1,1,5,5,5,5,5,5,Male,25-34anos,Black,Fundamental,Totalmentedependente(90a100%),"R$1.001,00-R$2.500,00",Palmas/TO,Entre_3_e_5_anos,0-5ha,2,Produtor_Rural_(proprietario),"Pecuaria,_Mandioca,_Frutas_(abacaxi,_melancia,_banana),_Cana-de-açucar,_Piscicultura,_Carneiro"
9/28/2022 22:50:23,Sim,Sim,Sim,Muito_importante,Muito_importante,Sim,"Sim,_muito","Às_vezes,_casualmente","Para_evitar_o_alastramento_de_incêndios_nao_controlados_em_sua_propriedade,_Para_limpeza_de_trilhas_e_arredores_de_abrigos",0,1,0,0,0,1,0,Muito_importante,Março_a_maio,0,1,0,0,0,Nunca,Nunca,"Nao,_nunca","Sim,_todo_ano",Agosto_e/ou_Setembro,0,1,0,Sim,Sim,1,9,9,9,9,5,1,1,1,1,1,1,5,5,1,5,1,1,5,5,1,1,1,5,1,2,2,5,5,5,9,5,9,9,Male,35-49anos,Brown,Fundamental,Totalmentedependente(90a100%),"R$1.001,00-R$2.500,00",Palmas/TO,Entre_6_e_10_anos,21-50ha,0,Produtor_Rural_(proprietario),Lazer
9/28/2022 22:56:41,Sim,Sim,Sim,Importante,Muito_importante,Sim,"Sim,_muito","Às_vezes,_casualmente","Para_evitar_o_alastramento_de_incêndios_nao_controlados_em_sua_propriedade,_Para_limpeza_de_trilhas_e_arredores_de_abrigos",0,1,0,0,0,1,0,Importante,Março_a_maio,0,1,0,0,0,Nunca,Nunca,"Nao,_nunca","Sim,_às_vezes","Junho_e/ou_Julho,_Agosto_e/ou_Setembro",1,1,0,Sim,Sim,6,9,5,5,9,5,9,9,9,5,9,5,5,5,9,6,9,5,5,9,8,5,5,5,1,5,5,5,5,5,5,1,5,5,Male,50-64anos,Brown,Medio,Totalmentedependente(90a100%),"R$1.001,00-R$2.500,00",Palmas/TO,Entre_3_e_5_anos,0-5ha,0.5,Produtor_Rural_(proprietario),"Pecuaria,_Milho,_Mandioca,_Frutas_(abacaxi,_melancia,_banana),_Cana-de-açucar,_Galinha,_horta"
9/28/2022 23:04:19,Sim,Nao,Sim,Importante,Muito_importante,Sim,"Sim,_um_pouco","Nao,_nunca",Nunca,1,0,0,0,0,0,0,Nada_importante,Nunca,0,0,0,0,0,Nunca,Nunca,"Nao,_nunca","Sim,_às_vezes",Agosto_e/ou_Setembro,0,1,0,Sim,Sim,8,9,9,9,9,9,6,1,8,8,1,1,9,1,1,8,9,1,8,2,8,1,8,9,8,2,1,9,1,1,9,1,9,9,Male,50-64anos,White,Fundamental,Insignificante(0-9%),"R$1.001,00-R$2.500,00",Palmas/TO,Mais_de_10_anos,21-50ha,2,Produtor_Rural_(proprietario),"Pecuaria,_Milho,_Mandioca,_Feijao,_Frutas_(abacaxi,_melancia,_banana),_Cana-de-açucar"
9/28/2022 23:12:20,Sim,Sim,Sim,Muito_importante,Muito_importante,Sim,"Sim,_um_pouco","Nao,_nunca",Nunca,1,0,0,0,0,0,0,Nada_importante,Nunca,0,0,0,0,0,Nunca,Nunca,"Nao,_nunca","Sim,_raramente","Junho_e/ou_Julho,_Agosto_e/ou_Setembro",1,1,0,Sim,Nao,2,7,8,8,7,5,3,5,5,4,7,5,5,6,4,3,6,7,6,5,4,6,5,7,4,5,4,7,7,6,7,3,7,7,Male,35-49anos,Brown,Fundamental,Muitodependente(60%a89%),"R$1.001,00-R$2.500,00",Palmas/TO,Entre_1_e_2_anos,11-20ha,9,Autônomo,"Pecuaria,_Frutas_(abacaxi,_melancia,_banana),_Cana-de-açucar,_Piscicultura,_galinha_"
9/28/2022 23:19:10,Sim,Nao,Nao,Importante,Importante,Sim,"Sim,_muito","Sim,_todo_ano","Para_renovar_a_area_de_pastagem/cultivo,_Para_evitar_o_alastramento_de_incêndios_nao_controlados_em_sua_propriedade,_Para_limpeza_de_trilhas_e_arredores_de_abrigos",0,1,0,1,0,1,0,Importante,"Março_a_maio,_Outubro",0,1,0,0,1,"Um_ano_sim,_outro_ano_nao_(de_dois_em_dois_anos)",Nunca,"Nao,_nunca","Sim,_às_vezes",Agosto_e/ou_Setembro,0,1,0,Sim,Nao,5,8,7,9,5,5,5,5,5,5,3,2,5,5,3,5,7,5,4,5,5,7,5,5,8,3,5,5,5,5,5,7,7,5,Male,65anosoumais,Brown,Nao_alfabetizado,Poucodependente(10-39%),"R$1.001,00-R$2.500,00",Palmas/TO,Mais_de_10_anos,11-20ha,10,Produtor_Rural_(proprietario),"Pecuaria,_Mandioca,_Frutas_(abacaxi,_melancia,_banana),_Cana-de-açucar"
9/28/2022 23:26:14,Sim,Nao,Sim,Importante,Muito_importante,Sim,"Sim,_muito","Às_vezes,_casualmente","Para_renovar_a_area_de_pastagem/cultivo,_Para_evitar_o_alastramento_de_incêndios_nao_controlados_em_sua_propriedade,_Para_limpeza_de_trilhas_e_arredores_de_abrigos,_Para_afastar_pestes_e_serpentes",0,1,1,1,0,1,0,Importante,Outubro,0,0,0,0,1,"Um_ano_sim,_outro_ano_nao_(de_dois_em_dois_anos)",Nunca,"Nao,_nunca","Sim,_às_vezes",Agosto_e/ou_Setembro,0,1,0,Sim,Sim,4,9,9,9,9,5,3,8,1,5,1,1,5,1,1,5,1,1,5,1,5,1,5,5,9,1,5,5,1,1,5,9,9,5,Male,35-49anos,Brown,Fundamental,Totalmentedependente(90a100%),"R$2.501,00-R$5.000,00",Palmas/TO,Entre_6_e_10_anos,11-20ha,8,Produtor_Rural_(proprietario),"Pecuaria,_Milho,_Mandioca,_Arroz,_Feijao,_Frutas_(abacaxi,_melancia,_banana),_Cana-de-açucar,_Algodao,_Carneiro,_suinos_"
9/28/2022 23:32:35,Sim,Sim,Sim,Muito_importante,Muito_importante,Sim,"Sim,_um_pouco","Às_vezes,_casualmente",Para_limpeza_de_trilhas_e_arredores_de_abrigos,0,1,0,0,0,0,0,Neutro_(indiferente),Outubro,0,0,0,0,1,Todo_ano,Nunca,"Nao,_nunca","Sim,_às_vezes",Agosto_e/ou_Setembro,0,1,0,Sim,Nao,5,5,5,5,5,5,5,5,5,5,1,1,5,1,1,1,1,1,1,1,5,1,1,5,5,1,2,5,1,5,5,9,9,9,Female,50-64anos,Brown,Superior,Intermediario(40a59%),"R$2.501,00-R$5.000,00",Palmas/TO,Entre_6_e_10_anos,11-20ha,8,Produtor_Rural_(proprietario),"Pecuaria,_Milho,_Mandioca,_Feijao,_Frutas_(abacaxi,_melancia,_banana),_Cana-de-açucar"
9/28/2022 23:39:41,Sim,Sim,Sim,Muito_importante,Muito_importante,Sim,"Sim,_muito","Às_vezes,_casualmente","Para_evitar_o_alastramento_de_incêndios_nao_controlados_em_sua_propriedade,_Para_limpeza_de_trilhas_e_arredores_de_abrigos",0,1,0,0,0,1,0,Neutro_(indiferente),Ao_longo_do_ano,1,1,1,1,1,Nunca,Nunca,"Nao,_nunca","Sim,_todo_ano","Junho_e/ou_Julho,_Agosto_e/ou_Setembro",1,1,0,Sim,Sim,2,5,5,8,8,5,5,5,5,1,1,1,5,5,3,1,2,2,5,5,1,5,3,5,3,1,1,5,5,5,9,5,9,9,Female,50-64anos,Brown,Superior,Poucodependente(10-39%),"R$2.501,00-R$5.000,00",Palmas/TO,Entre_3_e_5_anos,0-5ha,0.5,Servidor_Publico,"Pecuaria,_Mandioca,_Frutas_(abacaxi,_melancia,_banana),_Galinha"
9/28/2022 23:45:28,Sim,Sim,Sim,Importante,Muito_importante,Sim,"Sim,_um_pouco","Nao,_nunca",NA,1,0,0,0,0,0,0,Importante,Outubro,0,0,0,0,1,Todo_ano,Nunca,"Nao,_mas_raramente_isso_acontece","Sim,_todo_ano","Junho_e/ou_Julho,_Agosto_e/ou_Setembro",1,1,0,Sim,Nao,6,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Male,50-64anos,Brown,Fundamental,Totalmentedependente(90a100%),"R$1.001,00-R$2.500,00",Palmas/TO,Entre_6_e_10_anos,Maisde100ha,130,Gerente_da_Fazenda,"Pecuaria,_Milho,_Mandioca,_Frutas_(abacaxi,_melancia,_banana),_Cana-de-açucar,_Galinha"
9/28/2022 23:50:49,Sim,Sim,Sim,Muito_importante,Muito_importante,Sim,"Sim,_um_pouco","Às_vezes,_casualmente",Para_evitar_o_alastramento_de_incêndios_nao_controlados_em_sua_propriedade,0,0,0,0,0,1,0,Nada_importante,"Março_a_maio,_Junho_e/ou_Julho",0,1,1,0,0,Nunca,Nunca,"Nao,_nunca","Sim,_todo_ano",Agosto_e/ou_Setembro,0,1,0,Sim,Talvez,1,5,5,9,8,5,6,1,4,1,1,5,9,5,4,1,1,4,5,5,1,1,4,5,1,1,5,5,5,9,9,9,9,5,Female,35-49anos,White,Doutorado,Intermediario(40a59%),"AcimadeR$20.000,00",Palmas/TO,Entre_3_e_5_anos,21-50ha,10,Produtor_Rural_(proprietario),"Pecuaria,_Milho,_Galinha"
9/28/2022 23:56:01,Sim,Sim,Sim,Muito_importante,Muito_importante,Sim,"Sim,_muito","Às_vezes,_casualmente",Para_evitar_o_alastramento_de_incêndios_nao_controlados_em_sua_propriedade,0,0,0,0,0,1,0,Pouco_importante,Nunca,0,0,0,0,0,Nunca,Nunca,"Nao,_nunca","Sim,_todo_ano",Agosto_e/ou_Setembro,0,1,0,Sim,Talvez,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Male,65anosoumais,White,Fundamental,Totalmentedependente(90a100%),"R$10.001,00-R$20.000,00",Palmas/TO,Entre_6_e_10_anos,Maisde100ha,400,Produtor_Rural_(proprietario),"Pecuaria,_Milho,_Mandioca,_Frutas_(abacaxi,_melancia,_banana),_Cana-de-açucar,_Algodao,_Galinha,_suinos_"
9/29/2022 0:00:17,Sim,Nao,Sim,Importante,Muito_importante,Sim,"Sim,_um_pouco","Às_vezes,_casualmente","Para_renovar_a_area_de_pastagem/cultivo,_Coco_para_carvao_",0,0,0,1,0,0,0,Pouco_importante,"Agosto_e/ou_Setembro,_Novembro",0,0,0,1,1,Todo_ano,Nunca,"Nao,_nunca","Sim,_às_vezes",Agosto_e/ou_Setembro,0,1,0,Sim,Nao,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Female,50-64anos,Brown,Fundamental,Poucodependente(10-39%),"R$1.001,00-R$2.500,00",Palmas/TO,Mais_de_10_anos,0-5ha,2.5,Autônomo,"Pecuaria,_Milho,_Mandioca,_Arroz,_Feijao,_Frutas_(abacaxi,_melancia,_banana),_Cafe,_Cana-de-açucar"
9/29/2022 0:06:09,Sim,Sim,Sim,Neutro_(indiferente),Muito_importante,Sim,"Sim,_muito","Nao,_nunca",Para_limpeza_de_trilhas_e_arredores_de_abrigos,0,1,0,0,0,0,0,Nada_importante,Nunca,0,0,0,0,0,Nunca,Nunca,"Nao,_nunca","Sim,_todo_ano","Junho_e/ou_Julho,_Agosto_e/ou_Setembro",1,1,0,Sim,Nao,1,5,5,9,9,5,1,9,1,1,1,1,1,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,9,9,9,9,1,Male,35-49anos,White,Medio,Intermediario(40a59%),"R$5.001,00-R$10.000,00",Palmas/TO,Entre_6_e_10_anos,Maisde100ha,70,Produtor_Rural_(proprietario),"Pecuaria,_Mandioca,_Frutas_(abacaxi,_melancia,_banana),_Piscicultura_"
9/29/2022 0:11:36,Sim,Sim,Nao,Muito_importante,Muito_importante,Sim,"Sim,_muito","Nao,_nunca",Nunca,1,0,0,0,0,0,0,Nada_importante,Nunca,0,0,0,0,0,Nunca,Nunca,"Nao,_nunca","Sim,_às_vezes",Agosto_e/ou_Setembro,0,1,0,Sim,Nao,5,8,8,5,9,5,2,2,1,5,1,1,1,1,1,5,1,1,1,5,7,3,2,5,8,3,2,2,5,5,8,5,9,8,Female,35-49anos,Brown,Alfabetizaçao,Totalmentedependente(90a100%),"R$1.001,00-R$2.500,00",Palmas/TO,Entre_3_e_5_anos,50-100ha,50,Produtor_Rural_(proprietario),"Pecuaria,_Mandioca,_Feijao,_Frutas_(abacaxi,_melancia,_banana),_Horta"
9/29/2022 0:17:06,Sim,Sim,Nao,Importante,Importante,Sim,"Sim,_um_pouco","Nao,_nunca",Nunca,1,0,0,0,0,0,0,Nada_importante,Nunca,0,0,0,0,0,Nunca,Nunca,"Nao,_nunca","Sim,_todo_ano","Agosto_e/ou_Setembro,_Outubro",0,1,1,Sim,Sim,3,9,9,9,9,5,1,5,5,1,1,1,5,5,1,1,1,1,5,1,1,1,1,5,1,1,1,5,5,9,9,5,9,9,Male,50-64anos,Brown,Fundamental,Totalmentedependente(90a100%),"R$2.501,00-R$5.000,00",Palmas/TO,Mais_de_10_anos,21-50ha,20,Produtor_Rural_(proprietario),"Pecuaria,_Milho,_Mandioca,_Feijao,_Frutas_(abacaxi,_melancia,_banana),_Cafe,_Cana-de-açucar"
